Bangla Text, Equation
 Dividing the square of every prime number greater than three by twelve leaves a remainder of one., others
 Ninety five divided by five will be nineteen., x/y=z
 Add eighteen to one thousand to get one thousand and eighteen, x + y = z
Add nineteen to one thousand to get one thousand and nineteen, x + y = z
 Add thirty-seven to forty-four., x + y = z
" If you add twenty to one thousand, you get one thousand and twenty", x + y = z
 Add ninety nine and one to one hundred., x + y = z
" If you multiply ten with two, you get twenty",xy=z
 Add one thousand to twenty one to get one thousand and twenty one, x + y = z
" If you add twenty two to one thousand two, you get one thousand and twenty two", x + y = z
 The factorial value of seven is five thousand and forty., x!=y
Adding twenty-three to one thousand and twenty-three is one thousand and twenty-three, x + y = z
 Add thirteen and twenty to get thirty three., x + y = z
 Add twenty four to one thousand to get one thousand twenty four, x + y = z
" If you subtract twenty-six from twenty-eight, it will be fifty-six.", xy=z
 Add twenty five to one thousand to get one thousand twenty five, x + y = z
 Add twenty six to one thousand to get one thousand twenty six, x + y = z
 Adding two to one hundred equals one hundred and two, x + y = z
 Subtracting twenty from fifty-three gives thirty-three., xy=z
"If you add twenty seven to one thousand, you get one thousand and twenty seven", x + y = z
 Add twenty eight to one thousand to get one thousand and twenty eight, x + y = z
" If you subtract thirteen from fourteen, you get one.", xy=z
 Add thirty-nine to one thousand to get one thousand and thirty-nine, x + y = z
" If you subtract two from twenty-three, you get twenty-one.", xy=z
" Himel lost two rupees out of eleven rupees, so he was left with nine rupees.", xy=z
 Add thirty to one thousand to get one thousand and thirty, x + y = z
One thousand plus thirty one is one thousand thirty one, x + y = z
 Adding three to thirteen makes sixteen., x + y = z
" If you add thirty-two to one thousand, you get one thousand and thirty-two", x + y = z
 Forkan planted seven more mango trees when he had ten mango trees in his garden. Now his number of mango trees is seventeen., x + y = z
 Add thirty-three to one thousand to get one thousand and thirty-three, x + y = z
 Adding thirty-four to one thousand equals one thousand and thirty-four, x + y = z
Add thirty-five to one thousand to get one thousand and thirty-five, x + y = z
" If you subtract ten from eighty-four, you get seventy-four.", xy=z
 Add thirty-six to one thousand to get one thousand and thirty-six, x + y = z
 Add thirty-seven to one thousand to get one thousand thirty-seven, x + y = z
 Add forty-one and fifty-one to get ninety-two., x + y = z
 Add thirty-eight to one thousand to get one thousand thirty-eight, x + y = z
 Add forty nine to one thousand to get one thousand forty nine, x + y = z
One thousand plus forty equals one thousand forty, x + y = z
 One thousand plus forty one is one thousand forty one, x + y = z
 Add forty-two to one thousand to get one thousand and forty-two, x + y = z
" If you add forty-three to one thousand, you get one thousand and forty-three", x + y = z
 One thousand plus forty-four is one thousand and forty-four, x + y = z
 Add forty-five to one thousand to get one thousand and forty-five, x + y = z
Add forty-six to one thousand to get one thousand and forty-six, x + y = z
 Add forty seven to one thousand to get one thousand forty seven, x + y = z
 Sixteen multiplied by four is sixty-four.,xy=z
" If you subtract nineteen from forty, you get twenty one.", xy=z
 Eight and nine add up to seventeen., x + y = z
 Add eighteen and two to get twenty., x + y = z
" If you subtract seven from nine, you get two.", xy=z
 Add twelve and twelve to twenty four., x + y = z
" If you subtract twelve from twenty-four, you get twelve.", xy=z
Fifty-two and two times it will be one hundred and four.,xy=z
 Add eighty-five and eleven to ninety-six., x + y = z
" If you multiply fourteen and three, you get forty two.",xy=z
 Twenty-eight subtracted from thirty-nine is one., xy=z
 Maria bought three things for three rupees and sold them for four rupees for a total of twelve rupees., x + y = z
" If you divide the number one hundred and forty by four, the last quotient will be eighty five.", x/y=z
" If you divide ninety by forty-five, the quotient will be two.", x/y=z
"If you divide seventy-five by twenty-five, the quotient will be three.", x/y=z
" If you divide two hundred and twenty-five by five terms, the quotient will be forty-five.", x/y=z
" If you multiply seventeen by seventeen and four, the result will be eleven hundred and fifty six.",xy=z
 Meena had five mangoes. Raju gave him two more. How many mangoes does Mina have in total?, x + y = z
 The value of the square root of thirty-six is six., √x=y
 The square root of fifty-nine is seven., √x=y
 The square root of sixty-four is eight., √x=y
 Not the value of the square root of eighty-one, √x=y
 The value of the square root of one hundred is ten., √x=y
The square root of one hundred and twenty one is eleven., √x=y
 The square root of one hundred and forty-four is twelve., √x=y
 The value of the square root of one hundred and sixty-nine is thirteen., √x=y
 The square root of one hundred ninety-six is fourteen., √x=y
 A pen costs five rupees. What is the cost of six pens?,xy=z
 Sadia has two pencils. He got two new ones. The total number of pencils is four, x + y = z
 There are five tomatoes in each of the four dishes. What is the total number of tomatoes?,xy=z
There are five litchis in each of the six dishes. What is the total number of litchis?,xy=z
 Rima reads two pages of the book every day. How many pages of the book will he read in six days?,xy=z
 A packet of biscuits costs ten rupees. Reza bought seven more such packets. How much did it cost in total?,xy=z
 A rickshaw has three wheels. How many wheels do five rickshaws have together?,xy=z
 Three guavas can be arranged in a dish. How many guavas are required to decorate four plates?,xy=z
 car has four wheels. How many wheels are required for five cars?,xy=z
 Raju's father works six days a week. How many days does he work in seven weeks?,xy=z
 There are eight chocolates in each of the four boxes. How many chocolates are there in total?,xy=z
" A classroom has eight students in each group. If there are six groups, how many students will there be?",xy=z
Nine loaves can be kept in each basket. How many loaves can be kept in four such baskets?,xy=z
 Rafiq read nine pages of the book in one day. How many pages of the book does he read in seven days?,xy=z
 Deposit one rupee per day. How much money will accumulate in seven days?,xy=z
" Raju's father works twelve hours a day. If he works for three days, how many hours will he work?",xy=z
 Rahim wants to buy three books. Each book is priced at Rs. How much money will he need to buy books?,xy=z
 packet contains two chocolates. How many chocolates are there in eight packets?,xy=z
 There are twenty bananas. If they are divided equally among five children how many bananas will each get?, x/y=z
" If forty-eight papers are divided equally among eight people, how many papers will each get?", x/y=z
 Father has sixty three rupees. He wants to give this money equally to seven members of the family. How much will each get?, x/y=z
There are twelve biscuits. If a child gets three biscuits how many children can get biscuits, x/y=z
 Some have been allotted thirty-two litchis. How many litchis were given to each person if each received eight litchis?, x/y=z
" There are forty five accounts. If a person is given five, how many will get the account?", x/y=z
" There are fifteen biscuits. If divided among three people, how many biscuits each will get.", x/y=z
Eight mangoes are divided equally between two people. How many mangoes will each get?, x/y=z
 Twenty four chocolates are divided equally among four people. How many chocolates each will get, x/y=z
 Twenty seven rupees were divided equally among three people. How much money will each get?, x/y=z
 Five people sit on a bench. How many benches will be required for forty five people?, x/y=z
" man bought some eggs for thirty two rupees. If an egg costs Rs.4, how many eggs does this man buy?", x/y=z
" Eight people were formed in each group. If there are seventy-two students, how many will be the group?", x/y=z
 A student is reading a book of fifty-four pages. How long will it take him to finish this book if he reads six pages in a day?, x/y=z
 There are ten mangoes in a basket. How many mangoes are there in five baskets?,xy=z
 man bought ten mangoes and divided them equally among five children. Everyone got how many mangoes, x/y=z
 There are twenty four students in a classroom. If four people sit on a bench then how many benches are there in that class, x/y=z
" A classroom has twelve benches. If students sit on six benches, how many benches are empty?", xy=z
" A person has eight biscuits. If he eats two biscuits in a day, how long will he finish the biscuits?", x/y=z
"Eva bought one egg for 32 taka, a packet of chanachur for 30 taka and some biscuits for 6 taka. How much money was spent in total?", x + y = z
 Mim had sixteen rupees and her father gave another twenty rupees. How much is the total amount?, x + y = z
" If ten mangoes are divided equally among five people, how many will each get?", x/y=z
 The square root of one hundred ninety-six is fourteen, √x=y
 The square root of two hundred and twenty-five is fifteen, √x=y
 The value of the square root of two hundred fifty six is sixteen, √x=y
The square root of two hundred ninety-nine is seventeen, √x=y
 The value of the square root of three hundred and twenty-four is eighteen, √x=y
 The value of the factorial of seven is five thousand and forty, x!=y
 The value of the factorial of eight is forty thousand three hundred and twenty, x!=y
 The factorial value of nine is three hundred sixty two thousand eight hundred and eighty, x!=y
 The square root of three hundred sixty one is nineteen, √x=y
 The value of the square root of four hundred is twenty, √x=y
 The square root of four hundred forty one is twenty one, √x=y
 The value of the square root of four hundred and four is twenty two, √x=y
The value of the square root of five hundred and thirty nine is twenty three, √x=y
 The square root of five hundred and seventy six is twenty four, √x=y
 The square root of six hundred and twenty five is twenty five, √x=y
 The square root of six hundred and seventy six is twenty six, √x=y
 The square root of seven hundred and thirty nine is twenty seven, √x=y
