Bangla Text,Equation
একজন লোক বিশটি আম কিনলেন এবং চার জন শিশুকে সমানভাবে ভাগ করে দিলেন। প্রত্যেক শিশু পাঁচটি করে আম পেল ।,x/y=z
সাইত্রিশ থেকে চৌদ্দ  বিয়োগ করলে তেইশ হবে ।,x-y=z
পাঁচ একটি মৌলিক সংখ্যা।,others
সতেরোর সাথে তেরো যোগ করলে ত্রিশ হবে।,x+y=z
নয়ের বর্গমূলের মান তিন ।,√x=y
ষোলর বর্গমূলের মান চার।,√x=y
একাশির বর্গমূলের মান নয়।,√x=y
একশর বর্গমূলের মান দশ ।,√x=y
তেষট্টি থেকে পঁচিশ বিয়োগ করলে আটত্রিশ হবে ।,x-y=z
আটচল্লিশ থেকে পনেরো বিয়োগ করলে তেত্রিশ হবে।,x-y=z
পচাত্তর থেকে আটাশ বিয়োগ করলে সাতচল্লিশ হবে।,x-y=z
ঊনত্রিশ থেকে বারো বিয়োগ করলে সতেরো হবে।,x-y=z
একান্ন থেকে আঠারো বিয়োগ করলে তেত্রিশ হবে।,x-y=z
তেতাল্লিশ থেকে তেরো বিয়োগ করলে ত্রিশ হবে।,x-y=z
সাতান্ন থেকে ছত্রিশ বিয়োগ করলে একুশ হবে।,x-y=z
চল্লিশ থেকে বত্রিশ বিয়োগ করলে আট হবে ।,x-y=z
ত্রিশের সাথে বাইশ যোগ করলে বায়ান্ন হবে ।,x+y=z
সতেরোর সাথে পাঁচ যোগ করলে বাইশ হবে ।,x+y=z
পঁচাশি থেকে পঁচাত্তর  বিয়োগ করলে দশ হবে।,x-y=z
চৌদ্দর সাথে নয় যোগ করলে তেইশ হবে ।,x+y=z
ঊনচল্লিশের সাথে তিন যোগ করলে বিয়াল্লিশ হবে।,x+y=z
পঁয়তাল্লিশের সাথে পঁয়ত্রিশ যোগ করলে আশি হবে ।,x+y=z
একাশির সাথে নয় যোগ করলে নব্বই হবে ।,x+y=z
পঞ্চান্ন আর ষোল যোগ করলে একাত্তর হবে।,x+y=z
আটত্রিশকে দুই দিয়ে ভাগ করলে উনিশ হবে।,x/y=z
আটচল্লিশকে ছয় দিয়ে ভাগ করলে আট হবে ।,x/y=z
চৌদ্দকে পাঁচ দিয়ে গুণ করলে সত্তর হবে।,xy=z
একশ থেকে দুই বিয়োগ করলে আটানব্বই হয়,x-y=z
একশ থেকে তিন বিয়োগ করলে সাতানব্বই হয়,x-y=z
একশ থেকে চার বিয়োগ করলে ছিয়ানব্বই হবে,x-y=z
একশ থেকে পাঁচ বিয়োগ করলে পঁচানব্বই হবে,x-y=z
একশ থেকে ছয় বিয়োগ করলে  চুরানব্বই হবে,x-y=z
একশ থেকে সাত বিয়োগ করলে তিরানব্বই হবে,x-y=z
একশ থেকে আট বিয়োগ করলে বিরানব্বই হবে,x-y=z
একশ থেকে নয় বিয়োগ করলে একানব্বই হবে,x-y=z
একশ থেকে এগারো বিয়োগ করলে ঊননব্বই হবে,x-y=z
একশ থেকে বারো বিয়োগ করলে আটাশি হবে,x-y=z
একশ থেকে তেরো বিয়োগ করলে সাতাশি হবে,x-y=z
একশ থেকে চোদ্দ বিয়োগ করলে ছিয়াশি হবে,x-y=z
একশ থেকে পনেরো  বিয়োগ করলে পঁচাশি হবে,x-y=z
একশ থেকে ষোল বিয়োগ করলে চুরাশি হবে,x-y=z
একশ থেকে সতেরো বিয়োগ করলে তিরাশি হবে,x-y=z
একশ থেকে আঠারো বিয়োগ করলে বিরাশি হবে,x-y=z
একশ থেকে ঊনিশ বিয়োগ করলে একাশি হবে,x-y=z
একশ থেকে একুশ বিয়োগ করলে উনআশি হবে,x-y=z
একশ থেকে বাইশ বিয়োগ করলে আটাত্তর হবে,x-y=z
একশ থেকে তেইশ বিয়োগ  করলে সাতাত্তর হবে,x-y=z
একশ থেকে চব্বিশ বিয়োগ করলে ছিয়াত্তর হবে,x-y=z
একশ থেকে পঁচিশ বিয়োগ করলে  পঁচাত্তর হবে,x-y=z
একশ থেকে ছাব্বিশ বিয়োগ করলে চুয়াত্তর হবে,x-y=z
একশ থেকে সাতাশ বিয়োগ করলে তিয়াত্তর হবে,x-y=z
একশ থেকে আঠাশ বিয়োগ করলে বাহাত্তর হবে,x-y=z
একশ থেকে ঊনত্রিশ বিয়োগ করলে একাত্তর হবে,x-y=z
একশ থেকে ত্রিশ বিয়োগ করলে সত্তর হবে,x-y=z
একশ থেকে একত্রিশ বিয়োগ করলে উনসত্তর হবে,x-y=z
একশ থেকে বত্রিশ বিয়োগ করলে আটষট্টি হবে,x-y=z
একশ থেকে তেত্রিশ বিয়োগ করলে সাতষট্টি হবে,x-y=z
একশ থেকে চৌত্রিশ বিয়োগ করলে  ছেষট্টি হবে,x-y=z
একশ থেকে পঁয়ত্রিশ বিয়োগ করলে পঁয়ষট্টি হবে,x-y=z
একশ থেকে ছত্রিশ বিয়োগ করলে চৌষট্টি হবে,x-y=z
একশ থেকে সাতত্রিশ বিয়োগ করলে তেষট্টি হবে,x-y=z
একশ থেকে আটত্রিশ বিয়োগ করলে বাষট্টি হবে,x-y=z
একশ থেকে ঊনচল্লিশ বিয়োগ করলে একষট্টি হবে,x-y=z
একশ থেকে চল্লিশ বিয়োগ করলে ষাট হবে,x-y=z
একশ থেকে একচল্লিশ বিয়োগ করলে উনষাট হবে,x-y=z
একশ থেকে বিয়াল্লিশ বিয়োগ করলে আটান্ন হবে,x-y=z
একশ থেকে তেতাল্লিশ বিয়োগ করলে সাতান্ন হবে,x-y=z
একশ থেকে চুয়াল্লিশ বিয়োগ করলে ছাপ্পান্ন হবে,x-y=z
একশ থেকে পঁয়তাল্লিশ বিয়োগ করলে পঞ্চান্ন হবে,x-y=z
